,Référence Chantier,Code postal arrondissement - Commune,Date début du chantier,Date fin du chantier,Responsable du chantier,Maîtrise d'ouvrage principale,Surface (m2),Synthèse - Nature du chantier,Encombrement espace public,Impact stationnement,Identifiant demande CITE,Identifiant Chantier CITE,geo_shape,geo_point_2d,forme_geo
6307,EC321137,75014,2023-02-20,2023-08-11,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,39.98,Travaux sur réseau électrique,EMPRISE_CHAUSSEE,,810140,211867,"{""coordinates"": [[[2.33821494452578, 48.824760783474865], [2.33818159310378, 48.82497584974991], [2.3382067470863825, 48.824977355111045], [2.3382349355467835, 48.824761576731554], [2.33821494452578, 48.824760783474865]]], ""type"": ""Polygon""}","48.82487304821911, 2.338208965228191",pentagone
6308,EC321473,75011,2023-03-22,2023-03-22,Ville de Paris (Tvx sur espace ou édifice public),Ville de Paris (autres),74.03,Travaux sur édifice public (VdP*),EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,810412,212067,"{""coordinates"": [[[2.3736484935290054, 48.854065327402104], [2.3735033175300604, 48.854159055912476], [2.37355036580608, 48.8541917472318], [2.373693809693438, 48.85409857889011], [2.3736484935290054, 48.854065327402104]]], ""type"": ""Polygon""}","48.85412872177025, 2.373598854058681",pentagone
6309,EC321558,75009,2023-03-01,2023-05-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,50.59,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,810480,212125,"{""coordinates"": [[[2.340058105459862, 48.87930054968501], [2.3400221211119336, 48.879307181754804], [2.340096740944971, 48.879466057509816], [2.3401327196276447, 48.87945988044963], [2.340058105459862, 48.87930054968501]]], ""type"": ""Polygon""}","48.879383341444026, 2.3400773947435525",pentagone
6310,EC321733,75016,2023-02-27,2023-07-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,8.89,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,810621,212227,"{""coordinates"": [[[2.281842479101446, 48.856709705190035], [2.2819163202142003, 48.85665960261078], [2.2819026066911414, 48.85665314476641], [2.281829431416829, 48.856705073432984], [2.281842479101446, 48.856709705190035]]], ""type"": ""Polygon""}","48.856681216805335, 2.281873633229561",pentagone
6311,EC321816,75006,2023-03-27,2023-04-27,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,4.95,Travaux sur réseau de gaz,EMPRISE_TROTTOIR,,810718,212282,"{""coordinates"": [[[2.3282782775792055, 48.84391890092644], [2.3282928531199945, 48.84391215209909], [2.328262832419901, 48.843886026998476], [2.3282468780287298, 48.84389276807978], [2.3282782775792055, 48.84391890092644]]], ""type"": ""Polygon""}","48.843902342164085, 2.3282700393713327",pentagone
6312,EC321880,75001,2023-02-20,2023-05-26,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,11.91,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,804635,210862,"{""coordinates"": [[[2.3296698572511008, 48.86599136329515], [2.3296804492545813, 48.86599961925521], [2.329783577941833, 48.86595056191834], [2.3297736990800155, 48.86594048878558], [2.3296698572511008, 48.86599136329515]]], ""type"": ""Polygon""}","48.865970060424004, 2.3297277815929394",pentagone
6313,EC321912,75001,2023-03-13,2023-03-25,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,141.55,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,810833,212372,"{""coordinates"": [[[2.3303240085730836, 48.867830368749665], [2.3305044878065457, 48.86775123426778], [2.330536565649101, 48.86761844745001], [2.3304682889721864, 48.867613967219945], [2.330431498454193, 48.8677376199984], [2.3302809709881, 48.867795520277916], [2.3303240085730836, 48.867830368749665]]], ""type"": ""Polygon""}","48.86772688311704, 2.3304386445523106",heptagone
6314,EC322030,75011,2023-02-27,2023-05-26,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,13.81,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,,810741,212311,"{""coordinates"": [[[2.38822176064764, 48.856177927055754], [2.3880339257758716, 48.856130518844544], [2.388028314021827, 48.85613823173504], [2.388219594268155, 48.8561861126397], [2.38822176064764, 48.856177927055754]]], ""type"": ""Polygon""}","48.8561580340861, 2.38812519713107",pentagone
6315,EC322034,75011,2023-02-27,2023-05-26,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,9.81,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,810741,212311,"{""coordinates"": [[[2.3882540917848063, 48.85618674407723], [2.388280285971487, 48.85618915513714], [2.3882959744261636, 48.856145974888065], [2.388269101352132, 48.85614265022039], [2.3882540917848063, 48.85618674407723]]], ""type"": ""Polygon""}","48.85616599458554, 2.3882748688194266",pentagone
6316,EC322145,75015,2023-03-30,2023-03-30,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,72.5,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,,810997,212503,"{""coordinates"": [[[2.2973551862011745, 48.830635053632314], [2.2973432073014424, 48.830602651535365], [2.2970795613913304, 48.830665766636486], [2.2970929629782337, 48.83069498972679], [2.2973551862011745, 48.830635053632314]]], ""type"": ""Polygon""}","48.830649159092815, 2.2972195654432497",pentagone
6317,EC322157,75009,2023-02-27,2023-07-07,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,27.69,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,811006,212516,"{""coordinates"": [[[2.349584004922504, 48.882624694602704], [2.3496064430105563, 48.88262481649796], [2.3496238783682477, 48.88247259523801], [2.349601789531566, 48.882472246813045], [2.349584004922504, 48.882624694602704]]], ""type"": ""Polygon""}","48.88254877224381, 2.3496040048889406",pentagone
6318,EC322206,75008,2023-03-06,2023-03-24,Opérateurs de réseau (gaz-électricité-RATP-etc),FRAICHEUR DE PARIS,32.23,,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,811046,212544,"{""coordinates"": [[[2.3003174407253164, 48.873462072059034], [2.3003537933048666, 48.87345095102751], [2.3002874490070475, 48.87336515716694], [2.3002492492577606, 48.87337667208492], [2.3003174407253164, 48.873462072059034]]], ""type"": ""Polygon""}","48.87341338137094, 2.3003017163315094",pentagone
6319,EC322214,75011,2023-03-01,2023-05-05,Ville de Paris (Tvx sur espace ou édifice public),Direction de la Voirie et des Déplacements,170.04,Aménagement de voirie (VdP*),"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,811050,212548,"{""coordinates"": [[[2.373865758586063, 48.86466554152254], [2.373902861468867, 48.86462202127889], [2.3735440810372457, 48.86449719557961], [2.373504189020823, 48.864542978253695], [2.373865758586063, 48.86466554152254]]], ""type"": ""Polygon""}","48.8645813672645, 2.3737025466151844",pentagone
6320,EC322242,75005,2023-02-20,2023-04-21,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,20.18,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,,811040,212556,"{""coordinates"": [[[2.346780372869715, 48.838256634420325], [2.34681077450915, 48.83825784010427], [2.3469306628854922, 48.8381867738307], [2.3469345884501305, 48.83816739053052], [2.346780372869715, 48.838256634420325]]], ""type"": ""Polygon""}","48.83821765672516, 2.346862632313564",pentagone
6321,EC322413,75019,2023-02-07,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,56.3,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,811222,212682,"{""coordinates"": [[[2.392699244993471, 48.875561042153805], [2.392697439752965, 48.87550059517914], [2.3925624120125693, 48.87550901671548], [2.3926050455220134, 48.875566359520555], [2.392699244993471, 48.875561042153805]]], ""type"": ""Polygon""}","48.875532488444755, 2.3926404762686064",pentagone
